SMILES,Tg_pred,MAC_pred,score,cluster_id,rank_in_cluster,Score,MolWt,ExactMolWt,HeavyAtomMolWt,MolLogP,TPSA,NumHAcceptors,NumHDonors,NumRings,FractionCSP3,LabuteASA,BalabanJ,BertzCT,Chi0v,Chi1n,Kappa1,Kappa2,NumHeavyAtoms,unc_Tg,unc_MAC,__rowid__
*C(=O)NNC(=O)c1ccc(*)nc1,123.93240476321394,0.0578828684394113,7.173563080288985,0,1,12.515682311076397,163.136,12.0,60.0,-0.8401000000000001,39.86890000000001,0.0,1.0,0.0,0.0,3.0,2.0,71.09,7.0,1.0,-1.91,5.703826819942243,2.2979937239293733,0.3315590940299126,2.671706511245067e-05,1
*C(=O)Nc1ccc(*)c(O)c1O,125.2526002123382,0.0577590857150802,7.234475671701121,1,1,12.352368021481508,151.12099999999998,11.0,56.0,0.3535999999999997,38.42430000000001,0.0,1.0,0.0,0.0,3.0,3.0,69.56,6.0,1.0,-1.7100000000000002,5.008836911726517,1.6602267940539053,0.1858776573154073,1.083815592269105e-05,0
